rank	id	score	severity_hint	confidence_hint	category	rule	path	line	column	function	async	hot	loop	test	excerpt	message
104	C-b904415a5fed7010055f	95	high	high	correctness	rust-panic-macro	src/modes/injector.rs	3020	36	patch_excludes_configured_and_annotated_inbound_ports	0	0	1	0	".unwrap_or_else(|| panic!(""RETURN for port {port} missing""));"	Production panic/todo/unimplemented path can crash or make an advertised branch unusable.
105	C-a5a91b191d8506c42dc9	95	high	high	security	rust-unwrap-or-true	src/modes/mesh/mod.rs	11259	17	run_internal_mesh_svid_rotation_loop	1	0	1	0	.unwrap_or(true)	Defaulting a failed/missing decision to true can fail open.
106	C-cd969e12f25a2ef4506b	95	high	high	correctness	rust-panic-macro	src/modes/mesh/mod.rs	15159	36	mesh_outbound_materializes_per_port_routes_for_multi_port_service	0	1	1	0	".unwrap_or_else(|| panic!(""per-port outbound proxy for {port} materialized""));"	Production panic/todo/unimplemented path can crash or make an advertised branch unusable.
107	C-96168238fe9f841411d6	95	high	high	correctness	rust-panic-macro	src/modes/mesh/mod.rs	15168	36	mesh_outbound_materializes_per_port_routes_for_multi_port_service	0	1	1	0	".unwrap_or_else(|| panic!(""per-port outbound upstream for {port} materialized""));"	Production panic/todo/unimplemented path can crash or make an advertised branch unusable.
108	C-5460fff2ea0010267e63	95	high	high	correctness	rust-panic-macro	src/modes/mesh/mod.rs	15744	21	mesh_outbound_tcp_bywl_upstreams_materialize_for_direct_pod_ip	0	1	1	0	"panic!(""per-workload raw-TCP upstream for {:?}"", runtime.topology)"	Production panic/todo/unimplemented path can crash or make an advertised branch unusable.
109	C-165fae9806c218705823	95	high	high	correctness	rust-panic-macro	src/modes/mesh/mod.rs	27006	37	validate_inbound_mtls_mode_accepts_permissive_and_strict_on_all_topologies	0	1	1	0	".unwrap_or_else(|e| panic!(""Permissive on {:?} should succeed: {}"", topology, e));"	Production panic/todo/unimplemented path can crash or make an advertised branch unusable.
110	C-70e46c477341f119d791	95	high	high	correctness	rust-panic-macro	src/modes/mesh/mod.rs	27008	37	validate_inbound_mtls_mode_accepts_permissive_and_strict_on_all_topologies	0	1	1	0	".unwrap_or_else(|e| panic!(""Strict on {:?} should succeed: {}"", topology, e));"	Production panic/todo/unimplemented path can crash or make an advertised branch unusable.
111	C-e07336cbc2b8179f98f4	95	high	high	injection	rust-shell-command	src/modes/node_agent.rs	5517	31	execute_iptables_commands	1	1	1	0	"match tokio::process::Command::new(""sh"")"	Shell execution needs strict non-user-controlled command construction and timeout/output caps.
112	C-42c59cc674a520e01ac8	95	high	high	injection	rust-shell-command	src/modes/node_agent.rs	5518	13	execute_iptables_commands	1	1	1	0	".arg(""-c"")"	Shell execution needs strict non-user-controlled command construction and timeout/output caps.
113	C-8c228b82ea2407be1a1b	95	high	high	concurrency	rust-blocking-sleep	src/modes/node_agent.rs	7683	9	existing_removed_pod_ack_is_not_rewritten	0	0	1	0	std::thread::sleep(std::time::Duration::from_millis(20));	Blocking sleep can monopolize an executor worker when called from async code.
114	C-26deb0788723b1be9010	95	high	high	correctness	rust-panic-macro	src/modes/node_agent_cni_server.rs	875	9	wait_for_socket	1	0	1	0	"panic!(""listener did not publish Unix socket '{}'"", path.display());"	Production panic/todo/unimplemented path can crash or make an advertised branch unusable.
115	C-7dab4dca73644e6fc891	95	high	high	security	rust-unwrap-or-true	src/plugin_cache.rs	2225	29	collect_route_override_destinations	0	1	1	0	.unwrap_or(true)	Defaulting a failed/missing decision to true can fail open.
116	C-3f08cae48860f0052d14	95	high	high	security	rust-unwrap-or-true	src/plugins/a2a_gateway.rs	1085	9	parse_detection	0	0	1	0	.unwrap_or(true),	Defaulting a failed/missing decision to true can fail open.
117	C-9029427b52238e13b5b7	95	high	high	security	rust-unwrap-or-true	src/plugins/a2a_gateway.rs	1087	13	parse_detection	0	0	1	0	.unwrap_or(true),	Defaulting a failed/missing decision to true can fail open.
118	C-7917c570c414ecb19df4	95	high	high	security	rust-unwrap-or-true	src/plugins/a2a_gateway.rs	1099	13	parse_discovery	0	0	1	0	.unwrap_or(true),	Defaulting a failed/missing decision to true can fail open.
119	C-4789b755a09c6fdf6319	95	high	high	security	rust-unwrap-or-true	src/plugins/a2a_gateway.rs	1118	82	parse_observability	0	0	1	0	"emit_metadata: optional_bool_from_object(observability, ""emit_metadata"")?.unwrap_or(true),"	Defaulting a failed/missing decision to true can fail open.
120	C-b323e993753127824967	95	high	high	correctness	rust-panic-macro	src/plugins/ai_semantic_cache.rs	5070	31	reject_mode_bypass_clears_only_this_instance_staging	1	0	1	0	".unwrap_or_else(|err| panic!(""test config should be valid: {err}""));"	Production panic/todo/unimplemented path can crash or make an advertised branch unusable.
121	C-ac1051bf5377cf4679c7	95	high	high	security	rust-dangerous-tls	src/plugins/api_chargeback_sink.rs	725	9	default_verify_hostname	0	0	1	0	pub insecure_skip_verify: bool,	TLS verification bypass must be tightly gated and must not leak into production defaults.
122	C-f86b9af056d66c6f6797	95	high	high	security	rust-dangerous-tls	src/plugins/api_chargeback_sink.rs	4097	16	build_clickhouse_http_client	0	0	1	0	if cfg.tls.insecure_skip_verify {	TLS verification bypass must be tightly gated and must not leak into production defaults.
123	C-eaae77be14e3e81ee64b	95	high	high	security	rust-dangerous-tls	src/plugins/api_chargeback_sink.rs	4102	27	build_clickhouse_http_client	0	0	1	0	builder = builder.danger_accept_invalid_certs(true);	TLS verification bypass must be tightly gated and must not leak into production defaults.
124	C-bd5f2969b5045f6fbbee	95	high	high	security	rust-dangerous-tls	src/plugins/api_chargeback_sink.rs	4109	31	build_clickhouse_http_client	0	0	1	0	builder = builder.tls_danger_accept_invalid_hostnames(true);	TLS verification bypass must be tightly gated and must not leak into production defaults.
125	C-74e030fe09a7960c1ff1	95	high	high	security	rust-unwrap-or-true	src/plugins/jwks_auth.rs	275	75	new	0	0	1	0	"let global_require_exp = optional_bool(config_obj, ""require_exp"")?.unwrap_or(true);"	Defaulting a failed/missing decision to true can fail open.
126	C-5bde3bbf84849cd97b43	95	high	high	security	rust-unwrap-or-true	src/plugins/jwks_auth.rs	346	81	new	0	0	1	0	"optional_provider_bool(prov_obj, ""forward_original_token"", idx)?.unwrap_or(true);"	Defaulting a failed/missing decision to true can fail open.
127	C-4a722e2bf853acc1fec0	95	high	high	security	rust-dangerous-tls	src/plugins/kafka_logging.rs	254	75	parse	0	0	1	0	ssl_no_verify: configured_ssl_no_verify.unwrap_or(http_client.tls_no_verify()),	TLS verification bypass must be tightly gated and must not leak into production defaults.
128	C-ef47c7cf6fbb7050083e	95	high	high	security	rust-dangerous-tls	src/plugins/ldap_auth.rs	720	37	connect_ldap_over_stream	1	1	1	0	.set_no_tls_verify(self.tls_no_verify)	TLS verification bypass must be tightly gated and must not leak into production defaults.
129	C-187aa88128774ea0332b	95	high	high	correctness	rust-panic-macro	src/plugins/load_testing.rs	1540	13	worker_completion_counts_cooperative_cancel_join_cancel_and_join_failure	1	0	1	0	"panic!(""intentional worker failure classification test"");"	Production panic/todo/unimplemented path can crash or make an advertised branch unusable.
130	C-c37dbae32f41205d36d9	95	high	high	security	rust-unwrap-or-true	src/plugins/mcp_gateway.rs	4952	82	parse_discovery	0	0	1	0	"aggregate_tools: optional_bool_from_object(discovery, ""aggregate_tools"")?.unwrap_or(true),"	Defaulting a failed/missing decision to true can fail open.
131	C-bc71f329f72c43a2db29	95	high	high	security	rust-unwrap-or-true	src/plugins/mcp_gateway.rs	4954	13	parse_discovery	0	0	1	0	.unwrap_or(true),	Defaulting a failed/missing decision to true can fail open.
132	C-91be4215fedf5a516a02	95	high	high	security	rust-unwrap-or-true	src/plugins/mcp_gateway.rs	4956	13	parse_discovery	0	0	1	0	.unwrap_or(true),	Defaulting a failed/missing decision to true can fail open.
133	C-e9f5dcab74e1f4d4277e	95	high	high	security	rust-unwrap-or-true	src/plugins/mcp_gateway.rs	4960	13	parse_discovery	0	0	1	0	.unwrap_or(true),	Defaulting a failed/missing decision to true can fail open.
134	C-89b2624c447792ebe99d	95	high	high	security	rust-unwrap-or-true	src/plugins/mcp_gateway.rs	5117	13	parse_validation	0	0	1	0	.unwrap_or(true),	Defaulting a failed/missing decision to true can fail open.
135	C-9389d16e9d1dfa829370	95	high	high	security	rust-unwrap-or-true	src/plugins/mcp_gateway.rs	5127	82	parse_observability	0	0	1	0	"emit_metadata: optional_bool_from_object(observability, ""emit_metadata"")?.unwrap_or(true),"	Defaulting a failed/missing decision to true can fail open.
136	C-bd518d8221078c92ae20	95	high	high	security	rust-unwrap-or-true	src/plugins/mcp_gateway.rs	5189	59	parse_servers	0	0	1	0	"enabled: optional_bool(object, ""enabled"")?.unwrap_or(true),"	Defaulting a failed/missing decision to true can fail open.
137	C-710348aa830ec0387156	95	high	high	security	rust-unwrap-or-true	src/plugins/mcp_gateway.rs	5190	69	parse_servers	0	0	1	0	"expose_tools: optional_bool(object, ""expose_tools"")?.unwrap_or(true),"	Defaulting a failed/missing decision to true can fail open.
138	C-02a6288415dbc2118672	95	high	high	correctness	rust-panic-macro	src/plugins/mesh/outbound_registry.rs	930	22	rejects_missing_host_header	1	0	1	0	"other => panic!(""expected reject, got {:?}"", other),"	Production panic/todo/unimplemented path can crash or make an advertised branch unusable.
139	C-e9f182da7adb73f9d1dd	95	high	high	concurrency	rust-blocking-sleep	src/plugins/mesh/service_graph.rs	537	13	snapshot_worker_can_restart_after_runtime_teardown	0	0	1	0	std::thread::sleep(Duration::from_millis(10));	Blocking sleep can monopolize an executor worker when called from async code.
140	C-31c3b1bc084166b8170d	95	high	high	correctness	rust-panic-macro	src/plugins/mesh_route_dispatch.rs	3069	22	empty_match_with_fault_matches_all	1	0	1	0	"other => panic!(""expected 503 reject, got: {other:?}""),"	Production panic/todo/unimplemented path can crash or make an advertised branch unusable.
141	C-11d3d259b55fc1de8774	95	high	high	correctness	rust-panic-macro	src/plugins/mesh_route_dispatch.rs	3404	22	legacy_and_tagged_method_form_round_trip_through_serde	0	0	1	0	"other => panic!(""expected Exact for legacy form, got {other:?}""),"	Production panic/todo/unimplemented path can crash or make an advertised branch unusable.
142	C-968ff51fef2bd55f80ca	95	high	high	correctness	rust-panic-macro	src/plugins/mesh_route_dispatch.rs	3408	22	legacy_and_tagged_method_form_round_trip_through_serde	0	0	1	0	"other => panic!(""expected Regex for tagged form, got {other:?}""),"	Production panic/todo/unimplemented path can crash or make an advertised branch unusable.
143	C-f972124e05d8805f6f9b	95	high	high	correctness	rust-panic-macro	src/plugins/mesh_route_dispatch.rs	3442	22	accepts_legacy_bare_string_header_value_as_exact	0	1	1	0	"other => panic!(""expected Exact, got {other:?}""),"	Production panic/todo/unimplemented path can crash or make an advertised branch unusable.
144	C-36ee0c0f81c3efed630c	95	high	high	security	rust-unwrap-or-true	src/plugins/oauth2_introspection.rs	299	81	new	0	0	1	0	"optional_provider_bool(prov_obj, ""forward_original_token"", idx)?.unwrap_or(true);"	Defaulting a failed/missing decision to true can fail open.
145	C-da6b91d3eba0f3ae5df9	95	high	high	correctness	rust-panic-macro	src/plugins/oidc_relying_party.rs	3370	17	oidc_identity_resolution_rejects_blank_principals	0	0	1	0	"panic!(""identity resolution should remain non-rejecting"");"	Production panic/todo/unimplemented path can crash or make an advertised branch unusable.
146	C-a7209e609f65537b60d4	95	high	high	security	rust-unwrap-or-true	src/plugins/openapi_validator.rs	2986	63	multipart_parts_to_schema_object	0	0	1	0	let explode = property_encoding.map(|enc| enc.explode).unwrap_or(true);	Defaulting a failed/missing decision to true can fail open.
147	C-493863da38e004834dcd	95	high	high	security	rust-unwrap-or-true	src/plugins/openapi_validator.rs	3171	50	multipart_values_to_schema_value	0	0	1	0	let explode = encoding.map(|enc| enc.explode).unwrap_or(true);	Defaulting a failed/missing decision to true can fail open.
148	C-c088be2e7d9966a165ad	95	high	high	security	rust-unwrap-or-true	src/plugins/openapi_validator.rs	3368	54	values_to_schema_value	0	0	1	0	let explode = encoding.map(|enc| enc.explode).unwrap_or(true);	Defaulting a failed/missing decision to true can fail open.
149	C-deb11f319897f5283c1e	95	high	high	security	rust-unwrap-or-true	src/plugins/otel_tracing.rs	1758	9	handle_otlp_partial_success	1	1	1	0	.unwrap_or(true)	Defaulting a failed/missing decision to true can fail open.
150	C-e581830dba1e1f2f2f34	95	high	high	correctness	rust-panic-macro	src/plugins/soap_ws_security.rs	3640	13	end_offset_points_past_closing_tag	0	0	1	0	"panic!(""first Reference match should be present"");"	Production panic/todo/unimplemented path can crash or make an advertised branch unusable.
151	C-d48bece3fa702d2ce245	95	high	high	correctness	rust-panic-macro	src/plugins/soap_ws_security.rs	3655	13	self_closing_tag_returns_correct_end	0	0	1	0	"panic!(""self-closing Foo match should be present"");"	Production panic/todo/unimplemented path can crash or make an advertised branch unusable.
152	C-bb431dc6185e83e641d0	95	high	high	correctness	rust-panic-macro	src/plugins/stdout_logging.rs	376	26	constructor_rejects_malformed_filter_config	0	1	1	0	"Ok(_) => panic!(""invalid config should fail: {config}""),"	Production panic/todo/unimplemented path can crash or make an advertised branch unusable.
153	C-b3dfd81a5e3b5efdbc2c	95	high	high	correctness	rust-panic-macro	src/plugins/tcp_logging.rs	985	23	test_tcp_logging_write_timeout_discards_socket_and_recovers	1	0	1	0	"Ok(()) => panic!(""write against a non-reading peer must time out""),"	Production panic/todo/unimplemented path can crash or make an advertised branch unusable.
154	C-c80124ebd2ab656047bf	95	high	high	correctness	rust-panic-macro	src/plugins/utils/http_client.rs	349	21	build_dns_cached_fallback_client	0	0	1	0	"panic!(""Failed to build fail-closed minimal plugin HTTP client: {e3}"")"	Production panic/todo/unimplemented path can crash or make an advertised branch unusable.
155	C-ca8a8bf5f9ed9ab14781	95	high	high	security	rust-unwrap-or-true	src/plugins/utils/log_schema/fields.rs	424	40	levenshtein_suggest	0	0	1	0	if best.map(|(b, _)| d < b).unwrap_or(true) {	Defaulting a failed/missing decision to true can fail open.
156	C-cde6864f1681fb9d15da	95	high	high	concurrency	rust-blocking-sleep	src/plugins/utils/rate_limit.rs	3296	9	local_limiter_entry_count_matches_map_under_concurrent_insert_prune_evict	0	0	1	0	thread::sleep(Duration::from_millis(150));	Blocking sleep can monopolize an executor worker when called from async code.
157	C-351bc7356f752300b5ae	95	high	high	security	rust-dangerous-tls	src/plugins/utils/redis_rate_limiter.rs	1117	13	start_health_checker_if_needed	0	0	1	0	let tls_no_verify = self.tls_no_verify;	TLS verification bypass must be tightly gated and must not leak into production defaults.
158	C-d0c8e422ea2eaacef0ce	95	high	high	security	rust-dangerous-tls	src/plugins/utils/redis_rate_limiter.rs	1146	54	start_health_checker_if_needed	0	0	1	0	let conn_info_url = if is_tls && tls_no_verify && !url.contains('#') {	TLS verification bypass must be tightly gated and must not leak into production defaults.
159	C-e955cc6d2cde3834b61c	95	high	high	security	rust-dangerous-tls	src/plugins/utils/redis_rate_limiter.rs	1162	79	start_health_checker_if_needed	0	0	1	0	let client = if is_tls && (tls_ca_bundle_pem.is_some() || tls_no_verify) {	TLS verification bypass must be tightly gated and must not leak into production defaults.
160	C-b2faebc39eaea04cb807	95	high	high	correctness	rust-panic-macro	src/plugins/utils/route_header_transform.rs	378	17	parse_accepts_header_value_edge_cases	0	1	1	0	"panic!(""valid HeaderValue rejected for {value:?}: {e}"");"	Production panic/todo/unimplemented path can crash or make an advertised branch unusable.
161	C-582d98b6e17e2128fc31	95	high	high	security	rust-unwrap-or-true	src/plugins/waf/mod.rs	1340	42	parse_scoring	0	0	1	0	"if !optional_bool(object, ""enabled"")?.unwrap_or(true) {"	Defaulting a failed/missing decision to true can fail open.
